date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:34:49	122155/122155	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:04:17%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-end-style.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-end-style.html	(from https://www.w3schools.com/cssref/index.php)
22:34:49	121154/121154	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:48:27%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-end-width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-end-width.html	(from https://www.w3schools.com/cssref/index.php)
22:34:50	120868/120868	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:39:01%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-start-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-start-color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:50	122170/122170	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:05:01%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-start-style.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-start-style.html	(from https://www.w3schools.com/cssref/index.php)
22:34:51	122665/122665	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:16:41%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-style.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-style.html	(from https://www.w3schools.com/cssref/index.php)
22:34:51	121074/121074	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:27:59%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-start-width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-start-width.html	(from https://www.w3schools.com/cssref/index.php)
22:34:52	121681/121681	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:55:50%20GMT	https://www.w3schools.com/cssref/css_pr_border-block-width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-block-width.html	(from https://www.w3schools.com/cssref/index.php)
22:34:52	118587/118587	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:19:35%20GMT	https://www.w3schools.com/cssref/pr_border-bottom.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-bottom.html	(from https://www.w3schools.com/cssref/index.php)
22:34:53	120153/120153	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:27:01%20GMT	https://www.w3schools.com/cssref/pr_border-bottom_color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-bottom_color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:53	118970/118970	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:31:58%20GMT	https://www.w3schools.com/cssref/css3_pr_border-bottom-left-radius.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-bottom-left-radius.html	(from https://www.w3schools.com/cssref/index.php)
22:34:53	118993/118993	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:25:42%20GMT	https://www.w3schools.com/cssref/css3_pr_border-bottom-right-radius.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-bottom-right-radius.html	(from https://www.w3schools.com/cssref/index.php)
22:34:54	122449/122449	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:05:45%20GMT	https://www.w3schools.com/cssref/pr_border-bottom_style.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-bottom_style.html	(from https://www.w3schools.com/cssref/index.php)
22:34:54	119761/119761	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:07:01%20GMT	https://www.w3schools.com/cssref/pr_border-bottom_width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-bottom_width.html	(from https://www.w3schools.com/cssref/index.php)
22:34:55	118633/118633	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:52:11%20GMT	https://www.w3schools.com/cssref/pr_border-collapse.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-collapse.html	(from https://www.w3schools.com/cssref/index.php)
22:34:55	120889/120889	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:43:49%20GMT	https://www.w3schools.com/cssref/pr_border-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/pr_border-color.html	(from https://www.w3schools.com/cssref/index.php)
22:34:56	122035/122035	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:46:42%20GMT	https://www.w3schools.com/cssref/css_pr_border-end-end-radius.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-end-end-radius.html	(from https://www.w3schools.com/cssref/index.php)
22:34:57	122196/122196	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:17:39%20GMT	https://www.w3schools.com/cssref/css_pr_border-end-start-radius.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-end-start-radius.html	(from https://www.w3schools.com/cssref/index.php)
22:34:57	120608/120608	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2018:01:57%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image.html	(from https://www.w3schools.com/cssref/index.php)
22:34:57	118697/118697	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:51:48%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image-outset.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image-outset.html	(from https://www.w3schools.com/cssref/index.php)
22:34:58	119254/119254	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:17:55%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image-repeat.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image-repeat.html	(from https://www.w3schools.com/cssref/index.php)
22:34:58	119043/119043	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:48:04%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image-slice.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image-slice.html	(from https://www.w3schools.com/cssref/index.php)
22:34:58	118157/118157	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:52:27%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image-source.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image-source.html	(from https://www.w3schools.com/cssref/index.php)
22:34:59	119195/119195	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:25:01%20GMT	https://www.w3schools.com/cssref/css3_pr_border-image-width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css3_pr_border-image-width.html	(from https://www.w3schools.com/cssref/index.php)
22:35:00	124203/124203	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:35:01%20GMT	https://www.w3schools.com/cssref/css_pr_border-inline-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-inline-color.html	(from https://www.w3schools.com/cssref/index.php)
22:35:00	120834/120834	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2020:35:00%20GMT	https://www.w3schools.com/cssref/css_pr_border-inline.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-inline.html	(from https://www.w3schools.com/cssref/index.php)
22:35:01	121651/121651	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2016:47:53%20GMT	https://www.w3schools.com/cssref/css_pr_border-inline-end-color.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-inline-end-color.html	(from https://www.w3schools.com/cssref/index.php)
22:35:04	123090/123090	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2017:02:53%20GMT	https://www.w3schools.com/cssref/css_pr_border-inline-end-style.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-inline-end-style.html	(from https://www.w3schools.com/cssref/index.php)
22:35:05	124139/124139	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20May%202023%2019:09:18%20GMT	https://www.w3schools.com/cssref/css_pr_border-inline-end-width.php	D:/css-reference-docs/css-reference/www.w3schools.com/cssref/css_pr_border-inline-end-width.html	(from https://www.w3schools.com/cssref/index.php)
